Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Number of,Place,,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,ID,Code,Code,Code,Code,  ,Code,Code,Code,City,Code,Code,Code,Months Rep,Name,Total Units,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value
2024,34,384000,003,3530,54990 ,54990 ,8094 ,408,35620, , ,07649      ,1,2,0,Oradell borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,385000,013,    ,00000 ,13045 ,30516 ,408,35620, , ,07050      ,1,2,3,City of Orange township,299,7,7,1468773,0,0,0,0,0,0,11,292,31903555,2,2,380075,0,0,0,0,0,0,2,126,2580000
2024,34,388000,003,3550,55770 ,55770 ,20942 ,408,35620, , ,07650      ,1,2,12,Palisades Park borough,41,14,14,8679155,7,14,4825900,0,0,0,1,13,2114000,14,14,8679155,7,14,4825900,0,0,0,1,13,2114000
2024,34,390000,003,3580,55950 ,55950 ,26063 ,408,35620, , ,07652      ,1,2,12,Paramus borough,52,52,52,18003091,0,0,0,0,0,0,0,0,0,52,52,18003091,0,0,0,0,0,0,0,0,0
2024,34,391000,003,3590,56130 ,56130 ,8633 ,408,35620, , ,07656      ,1,2,12,Park Ridge borough,2,2,2,900039,0,0,0,0,0,0,0,0,0,2,2,900039,0,0,0,0,0,0,0,0,0
2024,34,392000,027,    ,00000 ,56460 ,51305 ,408,35620, , ,07054      ,1,2,12,Parsippany-Troy Hills township,564,27,27,13354956,0,0,0,0,0,0,6,537,76136654,27,27,13354956,0,0,0,0,0,0,6,537,76136654
2024,34,393000,031,3600,56550 ,56550 ,69340 ,408,35620, , ,07055      ,1,2,0,Passaic,74,22,22,7083618,1,2,379000,0,0,0,9,50,3650322,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,396000,031,3610,57000 ,57000 ,144801 ,408,35620, , ,07505      ,1,2,0,Paterson,366,53,53,6427044,7,14,1127651,1,3,70657,14,296,13131519,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,398000,035,3630,57300 ,57300 ,2593 ,408,35620, , ,07977      ,1,2,12,Peapack and Gladstone borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,405000,027,    ,00000 ,58110 ,14884 ,408,35620, , ,07444      ,1,2,12,Pequannock township,5,5,5,2004100,0,0,0,0,0,0,0,0,0,5,5,2004100,0,0,0,0,0,0,0,0,0
2024,34,406000,023,3700,58200 ,58200 ,51309 ,408,35620, , ,08861      ,1,2,12,Perth Amboy,1,1,1,258000,0,0,0,0,0,0,0,0,0,1,1,258000,0,0,0,0,0,0,0,0,0
2024,34,409000,029,3720,58590 ,58590 ,2202 ,408,35620, , ,08741      ,1,2,12,Pine Beach borough,1,1,1,275000,0,0,0,0,0,0,0,0,0,1,1,275000,0,0,0,0,0,0,0,0,0
2024,34,412000,023,    ,00000 ,59010 ,57164 ,408,35620, , ,08854      ,1,2,8,Piscataway township,186,20,20,5209495,0,0,0,4,12,93805,28,154,1787797,12,12,3421900,0,0,0,0,0,0,16,80,205767
2024,34,415000,039,3780,59190 ,59190 ,50011 ,408,35620, , ,07060      ,1,2,4,Plainfield,146,7,7,459073,3,6,557950,0,0,0,11,133,7525255,4,4,57500,0,0,0,0,0,0,1,5,500000
2024,34,416000,023,    ,00000 ,59280 ,22709 ,408,35620, , ,08536      ,1,2,11,Plainsboro township,28,28,28,8289100,0,0,0,0,0,0,0,0,0,28,28,8289100,0,0,0,0,0,0,0,0,0
2024,34,418000,029,    ,00000 ,59790 ,8630 ,408,35620, , ,08533      ,1,2,11,Plumsted township,176,176,176,28657109,0,0,0,0,0,0,0,0,0,146,146,24452629,0,0,0,0,0,0,0,0,0
2024,34,420000,029,3830,59910 ,59910 ,4597 ,408,35620, , ,08742      ,1,2,1,Point Pleasant Beach borough,63,11,11,2500766,11,22,5121487,0,0,0,6,30,487374,0,0,0,1,2,255500,0,0,0,0,0,0
2024,34,421000,029,3820,59880 ,59880 ,18902 ,408,35620, , ,08742      ,1,2,10,Point Pleasant borough,57,57,57,18316629,0,0,0,0,0,0,0,0,0,51,51,16812603,0,0,0,0,0,0,0,0,0
2024,34,422000,031,3850,60090 ,60090 ,10931 ,408,35620, , ,07442      ,1,2,4,Pompton Lakes borough,53,7,7,1461300,0,0,0,0,0,0,5,46,4959300,4,4,692700,0,0,0,0,0,0,1,26,3790000
2024,34,426000,031,3960,61170 ,61170 ,5817 ,408,35620, , ,07508      ,1,2,0,Prospect Park borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,428000,039,3980,61530 ,61530 ,29832 ,408,35620, , ,07065      ,1,2,5,Rahway,80,16,16,2904467,0,0,0,0,0,0,7,64,4400150,7,7,1331900,0,0,0,0,0,0,0,0,0
2024,34,429000,003,4000,61680 ,61680 ,14811 ,408,35620, , ,07446      ,1,2,5,Ramsey borough,19,19,19,5074968,0,0,0,0,0,0,0,0,0,9,9,3391720,0,0,0,0,0,0,0,0,0
2024,34,430000,027,    ,00000 ,61890 ,25265 ,408,35620, , ,07801      ,1,2,12,Randolph township,213,14,14,4761052,0,0,0,0,0,0,8,199,30841372,14,14,4761052,0,0,0,0,0,0,8,199,30841372
2024,34,431000,035,4020,61980 ,61980 ,7748 ,408,35620, , ,08869      ,1,2,2,Raritan borough,3,3,3,457500,0,0,0,0,0,0,0,0,0,3,3,457500,0,0,0,0,0,0,0,0,0
2024,34,432000,019,    ,00000 ,61920 ,22558 ,408,35620, , ,088221700  ,1,2,12,Raritan township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,433000,019,    ,00000 ,62250 ,15863 ,408,35620, , ,08889      ,1,2,12,Readington township,23,23,23,6205445,0,0,0,0,0,0,0,0,0,23,23,6205445,0,0,0,0,0,0,0,0,0
2024,34,434000,025,4030,62430 ,62430 ,11979 ,408,35620, , ,07701      ,1,2,12,Red Bank borough,60,20,20,6237278,0,0,0,0,0,0,1,40,5914640,20,20,6237278,0,0,0,0,0,0,1,40,5914640
2024,34,435000,003,4060,62940 ,62940 ,12837 ,408,35620, , ,07660      ,1,2,0,Ridgefield Park village,73,8,8,621920,0,0,0,0,0,0,12,65,5121752,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,436000,003,4050,62910 ,62910 ,11125 ,408,35620, , ,076571222  ,1,2,2,Ridgefield borough,24,12,12,1661352,6,12,1466440,0,0,0,0,0,0,0,0,0,2,4,464200,0,0,0,0,0,0
2024,34,437000,003,4070,63000 ,63000 ,24915 ,408,35620, , ,07450      ,1,2,5,Ridgewood village,16,16,16,12108762,0,0,0,0,0,0,0,0,0,6,6,4721300,0,0,0,0,0,0,0,0,0
2024,34,438000,031,4080,63150 ,63150 ,12157 ,408,35620, , ,07456      ,1,2,0,Ringwood borough,20,20,20,1631533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,439000,003,4110,63360 ,63360 ,11563 ,408,35620, , ,07661      ,1,2,2,River Edge borough,65,14,14,4164304,0,0,0,0,0,0,10,51,7564483,2,2,834500,0,0,0,0,0,0,0,0,0
2024,34,440000,003,    ,00000 ,63690 ,9946 ,408,35620, , ,07675      ,1,2,11,River Vale township,278,253,253,22298572,0,0,0,0,0,0,1,25,780000,243,243,21499336,0,0,0,0,0,0,1,25,780000
2024,34,441000,027,4100,63300 ,63300 ,4113 ,408,35620, , ,07442      ,1,2,1,Riverdale borough,5,5,5,769559,0,0,0,0,0,0,0,0,0,2,2,17000,0,0,0,0,0,0,0,0,0
2024,34,444000,003,    ,00000 ,63990 ,5540 ,408,35620, , ,07662      ,1,2,1,Rochelle Park township,7,7,7,970002,0,0,0,0,0,0,0,0,0,1,1,14300,0,0,0,0,0,0,0,0,0
2024,34,445000,027,4130,64050 ,64050 ,6244 ,408,35620, , ,07866      ,1,2,12,Rockaway borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,446000,027,    ,00000 ,64080 ,26054 ,408,35620, , ,07866      ,1,2,12,Rockaway township,35,11,11,1352309,0,0,0,1,3,193350,3,21,1595725,11,11,1352309,0,0,0,1,3,193350,3,21,1595725
2024,34,447000,003,4140,64170 ,64170 ,523 ,408,35620, , ,07647      ,1,2,12,Rockleigh borough,2,2,2,680150,0,0,0,0,0,0,0,0,0,2,2,680150,0,0,0,0,0,0,0,0,0
2024,34,448000,035,4150,64320 ,64320 ,666 ,408,35620, , ,08553      ,1,2,12,Rocky Hill borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,449000,025,4170,64410 ,64410 ,834 ,408,35620, , ,08555      ,1,2,12,Roosevelt borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,450000,013,4180,64590 ,64590 ,5822 ,408,35620, , ,07068      ,1,2,12,Roseland borough,477,1,1,343000,0,0,0,0,0,0,9,476,94492000,1,1,343000,0,0,0,0,0,0,9,476,94492000
2024,34,451000,039,4200,64650 ,64650 ,13510 ,408,35620, , ,07204      ,1,2,0,Roselle Park borough,248,2,2,502741,0,0,0,0,0,0,12,246,32035550,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,452000,039,4190,64620 ,64620 ,21689 ,408,35620, , ,07203      ,1,2,1,Roselle borough,107,11,11,1960358,0,0,0,0,0,0,11,96,6351996,1,1,226200,0,0,0,0,0,0,0,0,0
2024,34,453000,027,    ,00000 ,64980 ,22773 ,408,35620, , ,07852      ,1,2,12,Roxbury township,47,43,43,11405949,0,0,0,1,4,142000,0,0,0,43,43,11405949,0,0,0,1,4,142000,0,0,0
2024,34,454000,025,4240,65130 ,65130 ,6671 ,408,35620, , ,07760      ,1,2,12,Rumson borough,22,22,22,16716750,0,0,0,0,0,0,0,0,0,22,22,16716750,0,0,0,0,0,0,0,0,0
2024,34,456000,003,4260,65280 ,65280 ,18209 ,408,35620, , ,07070      ,1,2,0,Rutherford borough,68,12,12,2389155,0,0,0,0,0,0,11,56,420000,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,457000,003,    ,00000 ,65340 ,13591 ,408,35620, , ,07663      ,1,2,12,Saddle Brook township,3,0,0,0,0,0,0,1,3,675000,0,0,0,0,0,0,0,0,0,1,3,675000,0,0,0
2024,34,458000,003,4270,65400 ,65400 ,3155 ,408,35620, , ,07458      ,1,2,6,Saddle River borough,15,15,15,14307525,0,0,0,0,0,0,0,0,0,7,7,7443554,0,0,0,0,0,0,0,0,0
2024,34,461000,037,    ,00000 ,65700 ,1811 ,408,35620, , ,07826      ,1,2,12,Sandyston township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,462000,023,4290,65790 ,65790 ,43855 ,408,35620, , ,08872      ,1,2,12,Sayreville borough,34,8,8,1945000,0,0,0,0,0,0,1,26,4684760,8,8,1945000,0,0,0,0,0,0,1,26,4684760
2024,34,463000,039,    ,00000 ,66060 ,24138 ,408,35620, , ,07076      ,1,2,12,Scotch Plains township,123,13,13,6678750,0,0,0,0,0,0,4,110,2842264,13,13,6678750,0,0,0,0,0,0,4,110,2842264
2024,34,464000,025,4300,66240 ,66240 ,1335 ,408,35620, , ,07760      ,1,2,12,Sea Bright borough,12,9,9,6354500,0,0,0,1,3,1238326,0,0,0,9,9,6354500,0,0,0,1,3,1238326,0,0,0
2024,34,465000,025,4320,66330 ,66330 ,1771 ,408,35620, , ,08750      ,1,2,9,Sea Girt borough,28,28,28,25178682,0,0,0,0,0,0,0,0,0,25,25,21797982,0,0,0,0,0,0,0,0,0
2024,34,467000,029,4340,66450 ,66450 ,3024 ,408,35620, , ,08751      ,1,2,4,Seaside Heights borough,34,34,34,8485632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,468000,029,4350,66480 ,66480 ,1561 ,408,35620, , ,08752      ,1,2,12,Seaside Park borough,15,15,15,9294500,0,0,0,0,0,0,0,0,0,15,15,9294500,0,0,0,0,0,0,0,0,0
2024,34,469000,017,4360,66570 ,66570 ,21602 ,408,35620, , ,070943287  ,1,2,12,Secaucus town,10,4,4,1602000,1,2,571000,1,4,682192,0,0,0,4,4,1602000,1,2,571000,1,4,682192,0,0,0
2024,34,472000,029,4400,67110 ,67110 ,1168 ,408,35620, , ,08008      ,1,2,12,Ship Bottom borough,15,15,15,9009155,0,0,0,0,0,0,0,0,0,15,15,9009155,0,0,0,0,0,0,0,0,0
2024,34,473000,025,4420,67350 ,67350 ,4040 ,408,35620, , ,077024209  ,1,2,2,Shrewsbury borough,4,4,4,1871784,0,0,0,0,0,0,0,0,0,2,2,54210,0,0,0,0,0,0,0,0,0
2024,34,474000,025,    ,00000 ,67365 ,991 ,408,35620, , ,07711      ,1,2,12,Shrewsbury township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,478000,035,4530,68460 ,68460 ,12157 ,408,35620, , ,08876      ,1,2,12,Somerville borough,14,0,0,0,0,0,0,0,0,0,1,14,2070915,0,0,0,0,0,0,0,0,0,1,14,2070915
2024,34,479000,023,4540,68550 ,68550 ,9095 ,408,35620, , ,088791642  ,1,2,11,South Amboy,7,7,7,1842200,0,0,0,0,0,0,0,0,0,7,7,1842200,0,0,0,0,0,0,0,0,0
2024,34,480000,025,2410,37560 ,37560 ,1677 ,408,35620, , ,077193082  ,1,2,0,Lake Como borough,11,11,11,1968184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,481000,035,4550,68730 ,68730 ,4518 ,408,35620, , ,08880      ,1,2,0,South Bound Brook borough,83,21,21,2277212,3,6,499500,7,21,1601772,7,35,1258648,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,482000,023,    ,00000 ,68790 ,45370 ,408,35620, , ,08852      ,1,2,12,South Brunswick township,114,65,65,10526932,0,0,0,1,4,682192,7,45,2738004,65,65,10526932,0,0,0,1,4,682192,7,45,2738004
2024,34,483000,003,    ,00000 ,68970 ,2423 ,408,35620, , ,07606      ,1,2,12,South Hackensack township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,485000,013,    ,00000 ,69274 ,16663 ,408,35620, , ,07079      ,1,2,4,South Orange Village township,393,0,0,0,0,0,0,0,0,0,12,393,5010942,0,0,0,0,0,0,0,0,0,5,232,1679267
2024,34,486000,023,4560,69390 ,69390 ,23965 ,408,35620, , ,07080      ,1,2,8,South Plainfield borough,63,33,33,3442200,0,0,0,0,0,0,6,30,578504,25,25,2656380,0,0,0,0,0,0,2,10,600
2024,34,487000,023,4570,69420 ,69420 ,15624 ,408,35620, , ,08882      ,1,2,5,South River borough,17,17,17,1365347,0,0,0,0,0,0,0,0,0,9,9,909938,0,0,0,0,0,0,0,0,0
2024,34,488000,029,4580,69510 ,69510 ,3712 ,408,35620, , ,08757      ,1,2,12,South Toms River borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,490000,037,    ,00000 ,69690 ,18598 ,408,35620, , ,07871      ,1,2,12,Sparta township,11,11,11,5215500,0,0,0,0,0,0,0,0,0,11,11,5215500,0,0,0,0,0,0,0,0,0
2024,34,491000,023,4590,69810 ,69810 ,8169 ,408,35620, , ,08884      ,1,2,12,Spotswood borough,2,2,2,680150,0,0,0,0,0,0,0,0,0,2,2,680150,0,0,0,0,0,0,0,0,0
2024,34,492000,025,4620,70140 ,70140 ,4495 ,408,35620, , ,07762      ,1,2,8,Spring Lake Heights borough,23,23,23,12143187,0,0,0,0,0,0,0,0,0,19,19,5407135,0,0,0,0,0,0,0,0,0
2024,34,493000,025,4610,70110 ,70110 ,2891 ,408,35620, , ,07762      ,1,2,12,Spring Lake borough,48,48,48,20622680,0,0,0,0,0,0,0,0,0,48,48,20622680,0,0,0,0,0,0,0,0,0
2024,34,495000,039,    ,00000 ,70020 ,17378 ,408,35620, , ,07081      ,1,2,11,Springfield township,5,5,5,578000,0,0,0,0,0,0,0,0,0,5,5,578000,0,0,0,0,0,0,0,0,0
2024,34,496000,029,    ,00000 ,70320 ,28532 ,408,35620, , ,080503329  ,1,2,12,Stafford township,82,82,82,27894566,0,0,0,0,0,0,0,0,0,82,82,27894566,0,0,0,0,0,0,0,0,0
2024,34,497000,037,4630,70380 ,70380 ,3288 ,408,35620, , ,07874      ,1,2,12,Stanhope borough,3,3,3,1020226,0,0,0,0,0,0,0,0,0,3,3,1020226,0,0,0,0,0,0,0,0,0
2024,34,498000,037,    ,00000 ,70890 ,3855 ,408,35620, , ,07860      ,1,2,12,Stillwater township,2,2,2,680150,0,0,0,0,0,0,0,0,0,2,2,680150,0,0,0,0,0,0,0,0,0
2024,34,499000,019,4650,70980 ,70980 ,510 ,408,35620, , ,08557      ,1,2,0,Stockton borough,2,2,2,597432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,503000,039,4710,71430 ,71430 ,21812 ,408,35620, , ,07901      ,1,2,5,Summit,24,13,13,10460689,0,0,0,2,6,542466,1,5,150000,1,1,1072000,0,0,0,0,0,0,0,0,0
2024,34,504000,029,4720,71640 ,71640 ,1205 ,408,35620, , ,08008      ,1,2,12,Surf City borough,32,32,32,18084750,0,0,0,0,0,0,0,0,0,32,32,18084750,0,0,0,0,0,0,0,0,0
2024,34,506000,037,4730,71670 ,71670 ,1979 ,408,35620, , ,07419      ,1,2,12,Sussex borough,1,1,1,227000,0,0,0,0,0,0,0,0,0,1,1,227000,0,0,0,0,0,0,0,0,0
2024,34,510000,003,    ,00000 ,72360 ,40446 ,408,35620, , ,07666      ,1,2,11,Teaneck township,67,49,49,4556972,0,0,0,0,0,0,1,18,2181514,42,42,3840000,0,0,0,0,0,0,0,0,0
2024,34,511000,003,4760,72420 ,72420 ,14304 ,408,35620, , ,07670      ,1,2,12,Tenafly borough,63,59,59,25231281,2,4,960450,0,0,0,0,0,0,59,59,25231281,2,4,960450,0,0,0,0,0,0
2024,34,512000,003,4780,72480 ,72480 ,67 ,408,35620, , ,07608      ,1,2,12,Teterboro borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,513000,019,    ,00000 ,72510 ,5745 ,408,35620, , ,07830      ,1,2,12,Tewksbury township,11,11,11,3704572,0,0,0,0,0,0,0,0,0,11,11,3704572,0,0,0,0,0,0,0,0,0
2024,34,514000,025,4790,73020 ,73020 ,17406 ,408,35620, , ,07724      ,1,2,6,Tinton Falls borough,80,77,77,11096164,0,0,0,1,3,175701,0,0,0,29,29,3073251,0,0,0,0,0,0,0,0,0
2024,34,515000,031,4810,73140 ,73140 ,10797 ,408,35620, , ,07512      ,1,2,12,Totowa borough,6,6,6,2364500,0,0,0,0,0,0,0,0,0,6,6,2364500,0,0,0,0,0,0,0,0,0
2024,34,517000,029,4830,74210 ,74210 ,3426 ,408,35620, , ,08087      ,1,2,12,Tuckerton borough,20,14,14,3052500,3,6,480000,0,0,0,0,0,0,14,14,3052500,3,6,480000,0,0,0,0,0,0
2024,34,518000,025,4860,74540 ,74540 ,5296 ,408,35620, , ,07735      ,1,2,12,Union Beach borough,11,11,11,2381197,0,0,0,0,0,0,0,0,0,11,11,2381197,0,0,0,0,0,0,0,0,0
2024,34,519000,017,4870,74630 ,74630 ,67137 ,408,35620, , ,07087      ,1,2,4,Union City,69,2,2,709500,1,2,530790,2,6,357879,9,59,6315335,2,2,709500,0,0,0,1,3,1500,1,9,1583700
2024,34,521000,019,    ,00000 ,74420 ,5648 ,408,35620, , ,08827      ,1,2,2,Union township,33,33,33,10887534,0,0,0,0,0,0,0,0,0,2,2,860502,0,0,0,0,0,0,0,0,0
2024,34,522000,039,    ,00000 ,74480 ,59745 ,408,35620, , ,07083      ,1,2,0,Union township,482,43,43,2938795,5,10,560085,0,0,0,12,429,28873838,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,524000,025,    ,00000 ,74900 ,7091 ,408,35620, , ,08514      ,1,2,12,Upper Freehold township,4,4,4,2511000,0,0,0,0,0,0,0,0,0,4,4,2511000,0,0,0,0,0,0,0,0,0
2024,34,526000,003,4900,75140 ,75140 ,8155 ,408,35620, , ,07458      ,1,2,1,Upper Saddle River borough,188,176,176,12123957,0,0,0,4,12,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,529000,037,    ,00000 ,75740 ,21879 ,408,35620, , ,07462      ,1,2,12,Vernon township,6,6,6,1407000,0,0,0,0,0,0,0,0,0,6,6,1407000,0,0,0,0,0,0,0,0,0
2024,34,530000,013,    ,00000 ,75815 ,13637 ,408,35620, , ,07044      ,1,2,12,Verona township,1,1,1,458500,0,0,0,0,0,0,0,0,0,1,1,458500,0,0,0,0,0,0,0,0,0
2024,34,531000,027,4950,75890 ,75890 ,1462 ,408,35620, , ,07801      ,1,2,12,Victory Gardens borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,534000,003,5020,76400 ,76400 ,10261 ,408,35620, , ,07463      ,1,2,10,Waldwick borough,4,4,4,1133272,0,0,0,0,0,0,0,0,0,4,4,1133272,0,0,0,0,0,0,0,0,0
2024,34,535000,025,    ,00000 ,76460 ,25518 ,408,35620, , ,07719      ,1,2,11,Wall township,387,295,295,20322398,0,0,0,0,0,0,2,92,10892011,274,274,18917822,0,0,0,0,0,0,1,84,10854500
2024,34,536000,003,5030,76490 ,76490 ,11574 ,408,35620, , ,07057      ,1,2,12,Wallington borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,537000,037,    ,00000 ,76640 ,11 ,408,35620, , ,078431839  ,1,2,12,Walpack township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,538000,031,5050,76730 ,76730 ,11717 ,408,35620, , ,07465      ,1,2,12,Wanaque borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,539000,037,    ,00000 ,76790 ,10899 ,408,35620, , ,07419      ,1,2,12,Wantage township,11,11,11,3296950,0,0,0,0,0,0,0,0,0,11,11,3296950,0,0,0,0,0,0,0,0,0
2024,34,541000,035,    ,00000 ,76940 ,15635 ,408,35620, , ,07060      ,1,2,12,Warren township,144,144,144,34141660,0,0,0,0,0,0,0,0,0,144,144,34141660,0,0,0,0,0,0,0,0,0
2024,34,543000,003,    ,00000 ,77135 ,9142 ,408,35620, , ,07675      ,1,2,7,Washington township,17,17,17,4537617,0,0,0,0,0,0,0,0,0,11,11,3205200,0,0,0,0,0,0,0,0,0
2024,34,547000,027,    ,00000 ,77240 ,18039 ,408,35620, , ,078530216  ,1,2,12,Washington township,9,9,9,2012777,0,0,0,0,0,0,0,0,0,9,9,2012777,0,0,0,0,0,0,0,0,0
2024,34,549000,035,5080,77600 ,77600 ,6007 ,408,35620, , ,07060      ,1,2,12,Watchung borough,4,4,4,3785575,0,0,0,0,0,0,0,0,0,4,4,3785575,0,0,0,0,0,0,0,0,0
2024,34,551000,031,    ,00000 ,77840 ,53163 ,408,35620, , ,07470      ,1,2,1,Wayne township,14,12,12,3834699,1,2,337022,0,0,0,0,0,0,0,0,0,1,2,337022,0,0,0,0,0,0
2024,34,552000,017,    ,00000 ,77930 ,14442 ,408,35620, , ,07086      ,1,2,0,Weehawken township,838,5,5,380000,0,0,0,3,9,73548,12,824,153181754,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,554000,019,    ,00000 ,78230 ,2734 ,408,35620, , ,085303203  ,1,2,5,West Amwell township,10,8,8,454476,1,2,54503,0,0,0,0,0,0,6,6,94528,0,0,0,0,0,0,0,0,0
2024,34,555000,013,    ,00000 ,78510 ,10828 ,408,35620, , ,07006      ,1,2,12,West Caldwell township,33,1,1,565300,0,0,0,0,0,0,1,32,3614000,1,1,565300,0,0,0,0,0,0,1,32,3614000
2024,34,558000,025,5140,79310 ,79310 ,7875 ,408,35620, , ,07740      ,1,2,2,West Long Branch borough,59,44,44,12551896,0,0,0,0,0,0,3,15,1001724,18,18,5085000,0,0,0,0,0,0,0,0,0
2024,34,559000,031,    ,00000 ,79460 ,26242 ,408,35620, , ,07480      ,1,2,12,West Milford township,14,14,14,4132720,0,0,0,0,0,0,0,0,0,14,14,4132720,0,0,0,0,0,0,0,0,0
2024,34,560000,017,5150,79610 ,79610 ,53132 ,408,35620, , ,070932231  ,1,2,12,West New York town,1094,662,662,34477972,0,0,0,2,6,1217500,1,426,98600000,662,662,34477972,0,0,0,2,6,1217500,1,426,98600000
2024,34,561000,013,    ,00000 ,79800 ,47473 ,408,35620, , ,07052      ,1,2,4,West Orange township,159,13,13,998346,0,0,0,0,0,0,9,146,11690657,2,2,1000,0,0,0,0,0,0,1,5,12624
2024,34,562000,031,5340,82423 ,82423 ,12655 ,408,35620, , ,07424      ,1,2,12,Woodland Park borough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,566000,039,5120,79040 ,79040 ,29238 ,408,35620, , ,07090      ,1,2,10,Westfield town,17,8,8,3722785,0,0,0,0,0,0,1,9,1017052,4,4,2166900,0,0,0,0,0,0,0,0,0
2024,34,568000,003,5190,80270 ,80270 ,11023 ,408,35620, , ,07675      ,1,2,0,Westwood borough,11,11,11,2104650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,570000,027,5200,80390 ,80390 ,6463 ,408,35620, , ,07885      ,1,2,12,Wharton borough,83,72,72,24342351,0,0,0,0,0,0,1,11,1772100,72,72,24342351,0,0,0,0,0,0,1,11,1772100
2024,34,575000,039,    ,00000 ,81650 ,1494 ,408,35620, , ,070366608  ,1,2,12,Winfield township,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,577000,003,5360,82570 ,82570 ,9284 ,408,35620, , ,07075      ,1,2,0,Wood-Ridge borough,84,84,84,9351552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,34,579000,023,    ,00000 ,82000 ,99430 ,408,35620, , ,07095      ,1,2,12,Woodbridge township,139,26,26,7512350,0,0,0,0,0,0,1,113,15000000,26,26,7512350,0,0,0,0,0,0,1,113,15000000
2024,34,582000,003,5330,82300 ,82300 ,5835 ,408,35620, , ,07677      ,1,2,12,Woodcliff Lake borough,9,9,9,3303000,0,0,0,0,0,0,0,0,0,9,9,3303000,0,0,0,0,0,0,0,0,0
2024,34,588000,003,    ,00000 ,83050 ,16864 ,408,35620, , ,07481      ,1,2,12,Wyckoff township,2,2,2,1783000,0,0,0,0,0,0,0,0,0,2,2,1783000,0,0,0,0,0,0,0,0,0
2024,36,003700,087,0023,00408 ,60510 ,8767 ,408,35620, , ,10982      ,1,2,12,Airmont village,8,8,8,5083000,0,0,0,0,0,0,0,0,0,8,8,5083000,0,0,0,0,0,0,0,0,0
2024,36,020000,103,0090,02044 ,04000 ,9379 ,408,35620, , ,11701      ,1,2,0,Amityville village,21,0,0,0,0,0,0,2,6,573000,3,15,1720707,0,0,0,0,0,0,0,0,0,0,0,0
